Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Converted
3,47.2584,3,90.2311,20,371.895,0.014469,0.03261,0.0,0.0,Oct,2,3,3,19,Returning_Visitor,False,0
3,53.7388,0,0.0,12,1124.9845,0.019565,0.044144,0.0,0.0,May,2,1,5,18,Returning_Visitor,False,0
1,9.776,0,0.0,17,323.5262,0.029066,0.060488,0.0,0.0,May,3,3,1,10,Returning_Visitor,False,0
2,27.9543,0,0.0,29,589.9985,0.011905,0.018387,10.290251,0.0,Nov,6,2,1,13,Returning_Visitor,False,1
0,0.0,0,0.0,12,455.595,0.026884,0.059791,0.0,0.0,May,1,3,3,5,Returning_Visitor,False,0
3,60.2384,1,15.887,40,3377.8042,0.001753,0.017321,0.0,0.0,Nov,3,1,1,20,Returning_Visitor,True,0
3,47.4346,2,23.987,36,546.6984,0.0,0.024788,46.24437,0.0,Mar,2,10,5,14,Returning_Visitor,True,1
3,18.1534,0,0.0,17,198.4041,0.012402,0.041275,50.016952,0.0,May,2,2,3,1,Returning_Visitor,False,1
4,106.1408,0,0.0,28,2408.4848,0.023782,0.032524,136.939494,0.0,Mar,1,1,1,19,New_Visitor,False,1
2,49.8019,0,0.0,10,204.3995,0.048674,0.073528,0.0,0.0,June,3,5,4,8,Returning_Visitor,False,0
3,38.591,0,0.0,4,103.8747,0.060153,0.106172,0.0,0.0,Mar,2,2,3,5,Returning_Visitor,False,0
5,87.8637,1,10.144,25,461.8902,0.053947,0.051553,3.167903,0.0,May,1,1,2,5,Returning_Visitor,False,0
2,60.0603,1,12.9504,21,1330.5172,0.021786,0.060233,8.572201,0.8,Dec,2,4,3,4,Returning_Visitor,False,0
2,112.8375,0,0.0,26,978.9439,0.0,0.008982,0.0,0.0,Nov,4,2,5,3,Returning_Visitor,True,0
1,43.116,0,0.0,9,91.2377,0.011023,0.05642,0.0,0.0,Nov,3,1,1,8,Returning_Visitor,False,0
2,50.763,0,0.0,10,1177.4505,0.022361,0.073944,0.0,0.0,Mar,1,2,1,16,New_Visitor,False,0
4,96.2237,1,17.5333,35,418.123,0.0,0.019481,34.41538,0.0,May,1,1,1,12,Returning_Visitor,False,1
2,58.3514,1,11.3047,15,383.009,0.014711,0.03881,0.0,0.0,Sep,3,1,2,11,Returning_Visitor,False,0
2,53.928,0,0.0,39,1475.7816,0.00253,0.065774,7.562969,0.0,Feb,4,2,5,10,Returning_Visitor,False,0
1,11.5449,0,0.0,18,2130.4705,0.0,0.072548,34.801887,0.0,May,2,1,3,19,Returning_Visitor,False,0
3,25.76,0,0.0,90,6823.8946,0.0,0.0,11.585206,0.0,Nov,2,1,1,17,Returning_Visitor,False,1
3,19.2807,1,16.1891,68,3209.264,0.0,0.019664,55.281336,0.0,Mar,1,1,6,8,Returning_Visitor,True,1
1,6.8927,0,0.0,29,528.4843,0.006391,0.020241,151.377182,0.0,Nov,1,1,1,19,Returning_Visitor,False,0
2,51.6533,0,0.0,18,1264.7328,0.005162,0.057839,12.822488,0.0,Mar,2,3,1,20,Returning_Visitor,False,0
2,13.761,0,0.0,14,1838.7114,0.001951,0.029569,18.253508,0.0,Mar,2,1,7,18,Returning_Visitor,False,0
2,26.9358,3,58.7907,30,3069.1734,0.001375,0.031214,105.764905,0.0,Mar,2,1,2,13,Returning_Visitor,False,1
4,75.0738,0,0.0,18,755.496,0.007603,0.027931,73.402552,0.0,Dec,1,1,2,9,Returning_Visitor,False,1
1,13.231,0,0.0,8,128.2204,0.027117,0.095157,0.0,0.0,Aug,1,2,1,8,New_Visitor,False,0
3,101.8151,0,0.0,20,164.8757,0.038094,0.07496,0.0,0.6,Nov,1,1,1,15,Returning_Visitor,False,0
1,9.9325,0,0.0,3,64.1808,0.068596,0.113087,39.557165,0.0,May,4,2,1,13,New_Visitor,False,0
1,4.8581,2,48.2914,17,425.6469,0.0,0.041938,29.811513,0.0,Nov,1,1,6,1,Returning_Visitor,False,0
0,0.0,1,33.278,8,249.9995,0.047107,0.120582,0.0,0.0,Jul,3,2,5,18,Returning_Visitor,False,0
3,34.3891,1,49.4518,20,430.707,0.020758,0.058873,4.048312,0.0,Jul,1,9,2,4,Returning_Visitor,False,0
1,11.936,0,0.0,46,5998.2247,8e-05,0.004351,60.863209,0.0,Nov,1,3,5,2,Returning_Visitor,False,1
4,37.567,0,0.0,21,730.3582,0.004831,0.056197,22.187516,0.0,Nov,1,2,1,16,Returning_Visitor,False,1
1,16.9879,1,12.7638,17,1014.2146,0.02399,0.099714,0.0,0.0,Sep,2,1,2,9,Returning_Visitor,False,0
1,10.3278,0,0.0,9,332.575,0.040854,0.072634,15.878296,0.0,Mar,1,1,7,16,New_Visitor,False,0
1,10.3789,2,87.8828,18,1353.4383,0.039895,0.061667,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,0
5,41.6159,1,12.2199,39,671.1239,0.002537,0.001493,43.915448,0.0,May,2,3,6,19,Returning_Visitor,False,1
1,14.9565,0,0.0,8,280.0167,0.01465,0.084848,0.0,0.0,Dec,4,3,1,13,Returning_Visitor,True,0
1,16.8895,0,0.0,7,38.8383,0.065682,0.091133,2.264754,0.0,May,3,1,7,2,Returning_Visitor,False,0
4,108.7128,0,0.0,80,2042.2849,0.0,0.0,165.803819,0.8,Mar,2,3,1,1,Returning_Visitor,False,1
3,93.0909,0,0.0,13,325.1845,0.030048,0.054035,0.0,0.0,May,1,2,1,9,Returning_Visitor,False,0
1,32.4734,2,32.0256,8,125.4494,0.012101,0.057302,15.025918,0.0,Jul,3,11,3,11,Returning_Visitor,True,0
2,16.7814,2,20.7043,21,783.4965,0.026318,0.041192,0.0,0.8,May,2,11,1,4,Returning_Visitor,False,0
0,0.0,2,43.9239,19,673.1126,0.012854,0.060273,3.031242,0.2,Nov,3,1,1,4,Returning_Visitor,True,0
0,0.0,2,55.2534,18,501.5679,0.00657,0.063582,0.0,0.0,Sep,4,4,2,1,Returning_Visitor,False,0
5,79.401,0,0.0,21,331.7397,0.01844,0.043604,0.0,0.0,May,1,1,2,4,Returning_Visitor,False,0
0,0.0,1,12.0985,5,63.2373,0.059651,0.11154,0.0,0.0,June,1,2,1,7,Returning_Visitor,False,0
3,24.241,1,10.9565,11,745.8422,0.05278,0.084886,30.278478,0.0,Nov,1,2,5,15,New_Visitor,False,1
3,80.0979,0,0.0,33,910.6645,0.03045,0.026367,3.38309,0.0,Nov,2,1,1,14,Returning_Visitor,False,0
0,0.0,3,32.3441,11,313.3059,0.048144,0.068352,17.480181,0.0,May,2,2,1,4,New_Visitor,False,0
2,15.2779,0,0.0,28,705.6723,0.016324,0.026546,100.985004,0.0,Nov,5,2,4,7,Returning_Visitor,False,1
1,17.8217,0,0.0,27,455.1982,0.0,0.028871,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,False,0
2,64.5174,0,0.0,30,694.6126,0.020645,0.017914,0.0,0.8,Sep,2,2,2,19,Returning_Visitor,True,0
1,16.1815,0,0.0,15,521.7053,0.024475,0.03756,0.0,0.0,Nov,1,1,2,8,Returning_Visitor,False,0
3,198.5307,0,0.0,16,785.2848,0.038019,0.088916,0.0,0.0,May,1,1,3,16,Returning_Visitor,False,0
2,22.3279,0,0.0,9,424.1978,0.010119,0.033708,0.0,0.0,Feb,2,1,1,9,Returning_Visitor,False,0
2,24.4845,0,0.0,9,206.8174,0.047769,0.091851,0.0,0.0,Sep,1,1,2,6,Returning_Visitor,False,0
2,73.3943,1,12.5731,6,87.4348,0.04192,0.089565,9.536651,0.0,May,2,3,2,8,New_Visitor,False,0
2,42.8343,0,0.0,23,1587.6635,0.0,0.04366,21.73706,0.0,Mar,3,1,9,20,Returning_Visitor,True,0
2,34.2465,0,0.0,7,162.6791,0.037861,0.101092,0.0,0.0,Mar,3,1,2,11,Returning_Visitor,True,0
1,34.1637,1,13.1977,8,457.6135,0.031014,0.096576,0.0,0.0,Nov,1,1,1,15,Returning_Visitor,False,0
1,28.9042,0,0.0,17,458.3458,0.0,0.080897,4.898551,0.0,Mar,2,4,1,8,Returning_Visitor,False,0
1,11.6641,0,0.0,7,296.4839,0.039973,0.066834,0.0,0.0,May,4,4,7,3,Returning_Visitor,False,0
0,0.0,0,0.0,88,2103.6244,0.0,0.020341,14.28844,0.0,Dec,1,1,6,6,Returning_Visitor,False,1
3,53.1556,0,0.0,17,345.5851,0.032284,0.063256,3.175824,0.0,Nov,1,1,4,14,Returning_Visitor,True,0
2,42.8271,0,0.0,5,396.3163,0.015339,0.0946,0.0,0.0,June,2,1,3,11,Returning_Visitor,True,0
2,15.0998,0,0.0,8,60.1157,0.053159,0.097027,0.0,0.0,June,2,10,4,16,Returning_Visitor,False,0
4,111.4639,0,0.0,16,574.2182,0.0,0.041925,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,0
1,63.732,1,40.8876,16,797.258,0.04675,0.067487,0.0,0.2,May,5,1,2,7,Returning_Visitor,False,0
3,56.4544,0,0.0,15,487.4541,0.014534,0.067602,0.0,0.0,Mar,3,1,5,1,Returning_Visitor,False,0
1,19.8288,2,50.8091,20,631.0567,0.022107,0.071221,0.0,0.0,Mar,6,4,7,5,Returning_Visitor,False,0
2,14.7027,0,0.0,26,1746.03,0.026121,0.066734,11.472832,0.0,Mar,7,1,1,18,New_Visitor,False,0
0,0.0,0,0.0,14,1061.6275,0.023313,0.04238,0.0,0.0,Aug,1,6,2,7,Returning_Visitor,False,0
2,34.1623,1,20.4543,10,516.3736,0.026496,0.059118,0.0,0.0,Mar,1,2,5,14,Returning_Visitor,False,0
2,31.7416,0,0.0,34,2329.0019,0.009879,0.056927,0.0,0.6,Mar,4,2,1,1,Returning_Visitor,True,0
0,0.0,0,0.0,5,288.3491,0.047169,0.092469,0.0,0.0,Nov,6,4,2,7,Returning_Visitor,True,0
0,0.0,0,0.0,9,281.3393,0.058861,0.089813,0.0,0.0,Mar,3,2,2,7,Returning_Visitor,False,0
4,23.1338,0,0.0,40,536.7178,0.0,0.022939,52.293491,0.0,Oct,1,2,9,8,Returning_Visitor,False,1
1,28.2495,1,39.0072,7,163.6033,0.046969,0.099162,0.0,0.0,May,1,1,4,13,New_Visitor,True,0
0,0.0,1,8.7091,16,346.3993,0.003094,0.047217,6.483187,0.0,Jul,7,3,3,8,New_Visitor,False,0
2,40.0607,0,0.0,6,95.0342,0.032607,0.071283,0.0,0.0,Feb,1,4,2,1,Returning_Visitor,False,0
1,137.9849,1,8.6933,8,377.5739,0.042057,0.10197,0.0,0.0,Feb,5,6,4,18,Returning_Visitor,True,0
1,20.0841,1,18.1647,15,469.2025,0.047845,0.091037,0.0,0.0,Nov,1,1,7,14,Returning_Visitor,False,0
3,36.1732,2,34.1886,23,412.4359,0.009104,0.048697,53.877648,0.0,May,6,10,1,20,Returning_Visitor,True,1
1,15.1676,0,0.0,11,389.3282,0.021352,0.064038,0.0,0.0,Mar,1,1,5,16,Returning_Visitor,False,0
1,14.2839,0,0.0,19,761.5058,0.0,0.021628,1.726664,0.0,May,7,1,1,7,Returning_Visitor,False,0
2,31.9087,0,0.0,7,67.5093,0.024683,0.058792,0.0,0.0,May,2,2,5,18,Returning_Visitor,False,0
2,79.2913,0,0.0,21,540.0678,0.048198,0.044138,0.0,0.0,Mar,3,3,5,14,Returning_Visitor,False,0
2,29.8154,1,20.5584,19,65.0924,0.021516,0.062655,0.0,0.0,June,1,1,4,6,Returning_Visitor,False,0
0,0.0,0,0.0,22,623.9181,0.01766,0.060409,10.854851,0.0,June,1,1,1,5,Returning_Visitor,True,0
1,17.1706,0,0.0,28,1160.6883,0.024249,0.058677,48.508831,0.0,Aug,1,2,9,1,New_Visitor,False,0
3,108.3936,2,46.5849,8,247.9534,0.02648,0.077871,4.683672,0.0,Nov,3,4,2,15,Returning_Visitor,False,0
3,70.9734,1,10.4309,14,369.1766,0.047885,0.045488,24.860774,0.0,May,1,1,7,3,Returning_Visitor,True,1
1,32.306,0,0.0,20,1519.2179,0.035688,0.032976,0.0,0.0,Nov,3,3,1,20,Returning_Visitor,False,0
0,0.0,1,16.9491,26,706.6667,0.019894,0.063736,1.443544,0.0,May,1,8,2,6,Returning_Visitor,True,0
3,50.8551,1,33.1876,37,612.9355,0.0,0.027349,21.044592,0.0,May,3,8,1,1,Returning_Visitor,False,1
3,28.2362,2,40.2472,16,1180.4698,0.034864,0.063105,0.0,0.0,Sep,1,1,1,18,New_Visitor,False,0
1,8.4002,0,0.0,14,168.0528,0.028207,0.072913,2.975618,0.0,Aug,5,2,2,2,Returning_Visitor,False,0
1,38.7648,0,0.0,35,1750.4396,0.007474,0.050815,50.615333,0.4,Feb,1,2,6,8,Returning_Visitor,False,1
0,0.0,0,0.0,8,332.7361,0.002508,0.077626,0.0,0.0,Dec,5,2,4,16,New_Visitor,False,0
0,0.0,0,0.0,16,293.0384,0.018559,0.064311,0.0,0.0,Dec,2,2,3,8,Returning_Visitor,False,0
5,67.7279,2,66.8121,23,923.8347,0.001799,0.049874,24.526567,0.0,May,1,6,1,10,Returning_Visitor,False,1
0,0.0,0,0.0,6,166.1863,0.030221,0.121768,0.0,0.0,June,4,2,6,15,New_Visitor,False,0
0,0.0,0,0.0,10,240.5289,0.014139,0.06788,0.0,0.0,Nov,1,2,2,12,Returning_Visitor,False,0
1,16.4712,0,0.0,14,225.8341,0.041565,0.047671,0.0,0.2,Nov,2,13,3,5,Returning_Visitor,False,0
2,38.3078,1,11.9332,6,125.592,0.012543,0.047994,0.0,0.0,Jul,2,8,6,8,Returning_Visitor,False,0
0,0.0,1,10.9079,24,1349.9304,0.002511,0.059502,0.0,0.0,Feb,4,1,1,8,Returning_Visitor,False,0
2,19.6212,0,0.0,10,250.9074,0.033571,0.042018,0.0,0.0,Sep,1,2,2,2,Returning_Visitor,False,0
4,66.4846,0,0.0,12,272.3687,0.034948,0.076984,0.0,0.0,Mar,1,8,8,17,Returning_Visitor,False,0
2,56.0736,2,32.021,8,193.843,0.016978,0.024774,0.0,0.0,Sep,5,4,1,9,New_Visitor,False,0
0,0.0,0,0.0,8,452.6088,0.041083,0.065858,0.0,0.0,Jul,1,6,2,7,Returning_Visitor,True,0
2,44.6797,0,0.0,15,314.4913,0.026783,0.054087,0.0,0.0,Sep,2,2,7,3,Returning_Visitor,True,0
0,0.0,1,9.7333,8,175.773,0.010905,0.039599,0.0,0.0,Mar,4,1,1,10,Returning_Visitor,False,0
2,26.3385,0,0.0,23,866.403,0.003855,0.027294,13.692551,0.0,May,1,1,4,7,New_Visitor,True,0
4,149.7105,2,76.1963,21,1222.0031,0.004709,0.037297,19.050207,0.8,Aug,1,1,4,4,Returning_Visitor,True,1
2,9.9175,1,19.6316,15,386.4917,0.010067,0.064042,0.0,0.0,May,1,2,1,4,Returning_Visitor,False,0
0,0.0,1,18.1865,19,937.572,0.023751,0.046196,0.0,0.0,Mar,6,7,1,19,Returning_Visitor,False,0
0,0.0,0,0.0,14,275.3637,0.0,0.050133,0.0,0.0,May,6,1,5,18,Returning_Visitor,True,0
3,23.6056,0,0.0,21,983.556,0.02506,0.056861,5.44286,0.0,Nov,5,2,1,13,New_Visitor,False,0
4,38.2146,0,0.0,25,1306.0183,0.01455,0.016857,18.941069,0.0,May,1,2,5,6,New_Visitor,False,0
4,61.201,1,17.0522,40,3576.8682,0.0,0.038112,0.0,0.0,Sep,2,1,7,2,Returning_Visitor,False,0
3,44.7203,0,0.0,37,1461.189,0.0,0.016453,1.813195,0.0,June,5,1,1,12,Returning_Visitor,False,0
1,14.5969,0,0.0,41,498.7796,0.014385,0.030236,28.62009,0.6,Nov,5,1,1,2,Returning_Visitor,False,1
2,28.7281,1,16.7576,11,388.7045,0.030643,0.052254,25.662732,0.0,May,1,3,5,20,Returning_Visitor,False,0
2,81.4372,1,11.8911,23,455.0404,0.024053,0.043044,0.0,0.0,Mar,1,2,3,13,Returning_Visitor,False,0
2,25.5211,0,0.0,15,595.2057,0.018966,0.060312,0.0,0.0,Mar,2,2,3,20,Returning_Visitor,False,0
1,14.98,2,23.1438,12,89.2253,0.011975,0.046072,0.0,1.0,Feb,3,12,2,12,Returning_Visitor,True,0
2,46.7485,0,0.0,47,638.5345,0.0,0.04868,12.156471,0.6,Nov,1,1,8,14,New_Visitor,False,0
2,26.118,0,0.0,39,1616.8757,0.0,0.019348,10.936683,0.0,Sep,1,2,5,10,Returning_Visitor,False,0
2,43.4776,1,54.8027,43,1611.7924,0.0,0.046126,22.160873,0.0,Nov,4,1,3,7,Returning_Visitor,False,1
3,61.4594,2,67.365,59,770.0136,0.0,0.0,22.500783,0.0,Oct,1,1,2,1,Returning_Visitor,False,1
2,20.7314,0,0.0,32,654.0951,0.020216,0.018902,78.972718,0.0,Nov,1,3,1,11,Returning_Visitor,False,1
2,12.2551,1,14.835,36,2213.5978,0.003285,0.019183,27.346006,0.0,Dec,2,2,4,18,Returning_Visitor,False,1
3,84.2165,1,7.7635,25,471.68,0.014569,0.030624,40.200612,0.0,Sep,4,2,1,11,Returning_Visitor,True,1
0,0.0,0,0.0,19,141.3682,0.011117,0.030888,5.690895,0.2,May,2,2,1,15,Returning_Visitor,True,0
3,124.0262,2,17.2932,60,1643.4788,0.0,0.008008,13.977807,0.0,Mar,8,1,1,18,Returning_Visitor,True,0
1,14.7631,0,0.0,5,500.9855,0.044524,0.077836,0.0,0.0,Jul,4,5,7,8,New_Visitor,True,0
0,0.0,0,0.0,6,68.498,0.041198,0.087014,0.0,0.0,Nov,1,2,3,15,New_Visitor,True,0
0,0.0,0,0.0,11,139.3176,0.032979,0.103953,5.195754,0.0,Jul,1,3,6,12,Returning_Visitor,False,0
1,7.7444,0,0.0,14,388.8374,0.019326,0.060016,0.0,0.0,May,1,8,1,18,Returning_Visitor,False,0
4,81.4978,0,0.0,24,2462.4435,0.030193,0.025795,22.627421,0.0,Oct,2,2,2,14,Returning_Visitor,True,0
2,28.2768,0,0.0,26,374.267,0.00214,0.013216,16.190935,0.0,May,3,1,4,1,Returning_Visitor,False,0
1,8.4114,0,0.0,4,117.7634,0.06865,0.062037,0.0,0.0,May,3,2,7,1,New_Visitor,False,0
0,0.0,1,8.8532,12,349.979,0.028771,0.084204,0.0,1.0,Nov,2,2,3,20,New_Visitor,True,0
3,57.5036,1,16.1962,11,598.2869,0.010854,0.066431,0.0,0.0,Jul,1,1,1,8,Returning_Visitor,True,0
4,58.2736,2,73.7547,6,183.2502,0.02107,0.043589,0.0,0.0,May,1,2,4,14,Returning_Visitor,False,0
2,29.8405,0,0.0,16,2795.451,0.017431,0.053049,0.0,0.0,May,2,2,2,18,Returning_Visitor,False,0
2,53.1027,1,7.5062,16,322.9344,0.011043,0.037078,5.699245,0.0,Jul,1,2,1,19,Returning_Visitor,False,0
1,20.9228,0,0.0,5,137.4516,0.040108,0.086869,0.0,0.0,May,1,1,6,15,New_Visitor,True,0
2,58.9658,1,8.3295,6,97.0436,0.02895,0.064321,0.0,0.0,Mar,5,2,3,16,Returning_Visitor,False,0
2,55.9658,2,69.4756,11,207.8304,0.03156,0.077327,6.959605,0.0,Aug,2,1,3,16,Returning_Visitor,False,0
1,10.7491,1,29.417,14,454.9202,0.003715,0.061918,0.0,0.0,Sep,2,1,6,15,Returning_Visitor,False,0
0,0.0,1,16.5841,12,1033.9782,0.027947,0.087446,0.0,0.0,Feb,1,3,8,20,Returning_Visitor,False,0
3,30.7267,1,19.9803,16,923.8689,0.03638,0.079146,0.0,0.0,June,5,2,4,2,Returning_Visitor,False,0
2,57.9792,0,0.0,18,233.2865,0.035189,0.067453,12.326775,0.0,Jul,4,2,6,6,New_Visitor,True,0
1,20.0028,0,0.0,35,2979.5613,0.005424,0.01226,7.820183,0.0,May,1,1,2,3,Returning_Visitor,False,0
4,101.6793,0,0.0,30,555.2799,0.013306,0.035244,10.125093,0.0,May,1,2,7,16,Returning_Visitor,True,0
1,10.2591,0,0.0,7,87.1789,0.027095,0.062446,0.0,0.0,May,4,1,4,5,Returning_Visitor,False,0
1,7.5757,1,26.7317,22,1131.5386,0.0,0.026526,9.629777,0.0,May,2,1,7,4,Returning_Visitor,False,0
2,56.2642,0,0.0,10,210.0949,0.03971,0.048619,47.651013,0.0,Nov,4,6,6,10,Returning_Visitor,True,1
5,22.197,2,16.6354,39,612.5502,0.0,0.031656,69.23665,0.0,May,2,1,2,4,Returning_Visitor,False,1
1,18.9182,1,32.82,16,317.1443,0.006171,0.044224,57.022819,0.0,Dec,5,3,7,16,Returning_Visitor,True,1
0,0.0,0,0.0,8,941.7803,0.024986,0.038189,0.0,0.2,May,3,2,3,9,Returning_Visitor,False,0
3,87.6255,0,0.0,13,546.3161,0.014557,0.062207,0.0,0.0,Oct,1,1,5,5,Returning_Visitor,False,0
2,141.9288,0,0.0,14,1653.5529,0.042447,0.094255,0.790765,0.0,June,3,1,4,12,Returning_Visitor,False,0
3,42.526,0,0.0,18,710.6126,0.007508,0.051626,3.969813,0.0,Nov,1,1,7,20,New_Visitor,False,0
0,0.0,0,0.0,21,187.6964,0.032906,0.033154,26.152095,1.0,Nov,2,2,4,15,Returning_Visitor,False,0
2,30.9899,1,26.0432,46,4033.3325,0.0,0.018238,3.964401,0.0,June,1,1,5,14,Returning_Visitor,False,0
0,0.0,1,44.9062,26,626.2772,0.018476,0.05652,5.954963,0.0,May,2,10,9,14,Returning_Visitor,False,0
2,96.7218,0,0.0,26,624.3212,0.0,0.042802,9.86639,0.0,Dec,3,1,6,15,Returning_Visitor,False,0
1,41.6382,0,0.0,4,98.9303,0.051461,0.123832,0.0,0.0,Dec,1,1,3,13,Returning_Visitor,True,0
1,41.6765,0,0.0,20,1255.607,0.012774,0.051075,0.0,0.0,Dec,1,1,5,19,Returning_Visitor,False,0
4,23.5685,1,7.0494,32,2352.2917,0.0,0.029343,0.0,0.0,Mar,2,2,1,6,Returning_Visitor,False,0
3,103.3971,0,0.0,24,1545.2415,0.018515,0.027535,20.082861,0.0,Feb,1,1,3,11,Returning_Visitor,False,0
4,75.3331,0,0.0,20,1256.7263,0.02657,0.047323,0.0,1.0,May,1,2,9,15,Returning_Visitor,False,0
1,12.5235,1,28.7872,6,198.6684,0.015758,0.048021,0.0,0.0,Oct,3,2,1,3,Other,False,0
1,17.5957,0,0.0,41,678.5805,0.000896,0.020212,54.168306,0.0,Mar,2,11,7,10,Returning_Visitor,False,1
1,19.0947,1,12.8237,17,792.6342,0.018469,0.083975,20.69534,0.0,May,6,1,5,9,New_Visitor,False,0
1,54.549,0,0.0,9,415.7977,0.016335,0.052408,9.618829,0.0,Jul,3,2,1,7,Returning_Visitor,False,0
0,0.0,0,0.0,17,399.8393,0.011911,0.074753,0.0,0.0,May,2,1,8,11,Returning_Visitor,False,0
0,0.0,0,0.0,3,121.6032,0.036001,0.091393,0.0,1.0,Oct,1,1,2,15,Returning_Visitor,False,0
1,10.2535,0,0.0,13,994.4458,0.028529,0.092621,0.0,0.0,May,1,4,2,20,Returning_Visitor,True,0
2,30.6443,0,0.0,22,715.8723,0.010961,0.045706,12.901165,0.0,Nov,2,6,3,9,Returning_Visitor,False,0
1,21.9391,0,0.0,27,896.3241,0.004223,0.035896,19.914863,0.4,May,2,1,1,2,Returning_Visitor,False,1
1,14.4218,0,0.0,16,1668.0613,0.013413,0.064084,0.0,0.0,Jul,2,2,4,20,Returning_Visitor,False,0
3,53.6364,1,19.2295,19,161.8451,0.008824,0.060267,6.408534,0.0,June,2,3,3,7,Returning_Visitor,False,0
1,8.7346,0,0.0,2,76.2018,0.030477,0.092783,0.0,0.0,May,1,1,9,8,Returning_Visitor,False,0
0,0.0,0,0.0,13,519.601,0.013354,0.063854,0.0,0.0,May,2,1,5,15,Returning_Visitor,False,0
3,52.9594,2,213.1143,74,2547.1996,0.006372,0.001911,0.0,0.0,Nov,1,4,2,7,Returning_Visitor,False,0
2,13.0463,0,0.0,23,310.4264,0.021587,0.029006,21.703191,0.0,June,2,2,7,15,Returning_Visitor,False,0
2,24.8606,0,0.0,48,3752.6829,0.0,0.020161,32.771287,0.0,Mar,2,1,7,1,Returning_Visitor,False,1
1,36.9705,0,0.0,21,268.1812,0.012159,0.066171,0.0,0.0,Oct,3,1,3,17,Returning_Visitor,False,0
4,104.5821,1,18.6686,28,481.3458,0.020352,0.022607,0.0,0.0,Mar,3,4,8,11,Returning_Visitor,False,0
3,18.5507,0,0.0,28,1314.5571,0.009768,0.047613,23.234783,0.0,May,3,1,3,20,Returning_Visitor,False,1
4,54.8247,1,10.7622,60,2266.7828,0.01719,0.005157,94.202282,0.0,May,4,2,1,13,Returning_Visitor,True,1
1,38.3069,0,0.0,21,704.7955,0.00792,0.028229,0.0,0.0,May,1,1,3,12,Returning_Visitor,False,0
0,0.0,1,18.8696,14,102.136,0.028167,0.075564,0.0,0.0,Mar,5,1,3,10,Returning_Visitor,False,0
1,7.8301,0,0.0,15,246.9319,0.035184,0.06635,0.0,0.0,May,1,1,3,18,Returning_Visitor,False,0
3,29.9557,1,16.4665,23,1709.2983,0.00017,0.054521,2.929291,0.0,Mar,3,1,1,4,Returning_Visitor,False,0
1,18.7224,0,0.0,3,68.2471,0.030787,0.096201,0.0,0.2,May,1,1,1,20,Returning_Visitor,False,0
2,104.7971,0,0.0,18,415.673,0.013767,0.0705,7.393446,0.0,Aug,1,1,2,8,Returning_Visitor,False,0
2,22.5323,1,23.6133,19,1227.452,0.027922,0.048134,2.048662,0.0,Sep,6,2,5,3,Returning_Visitor,True,0
2,63.4678,1,6.8451,41,1394.3955,0.000612,0.012945,47.52472,0.0,Mar,1,1,1,4,Returning_Visitor,False,1
2,17.9644,0,0.0,3,83.6032,0.03483,0.072739,0.0,0.0,Mar,2,10,1,12,Returning_Visitor,False,0
4,21.682,0,0.0,8,115.7838,0.026988,0.062853,15.7015,0.0,Sep,1,6,1,19,Returning_Visitor,False,0
0,0.0,0,0.0,28,1553.9314,0.041806,0.053481,0.0,0.4,June,1,1,2,10,Returning_Visitor,True,0
6,59.6057,0,0.0,17,1191.4239,0.014411,0.039058,17.435242,0.0,Nov,8,3,1,4,Returning_Visitor,True,1
0,0.0,0,0.0,13,352.8286,0.005317,0.016555,0.0,0.0,Mar,2,1,2,16,Returning_Visitor,True,0
1,8.5142,1,22.6435,23,502.5383,0.005103,0.017678,2.026189,0.0,Mar,2,2,3,6,New_Visitor,False,0
3,90.7493,0,0.0,23,1039.89,0.011982,0.028949,0.0,0.0,May,1,1,6,4,Returning_Visitor,True,0
4,48.8925,2,48.9237,33,1808.2423,0.007261,0.057791,0.0,0.0,Aug,1,5,3,14,Returning_Visitor,False,0
2,37.4095,2,13.3736,40,1473.3115,0.0,0.0,26.954939,0.4,May,2,1,5,18,Returning_Visitor,False,1
3,38.9408,3,175.2281,8,205.1611,0.026296,0.057835,0.0,0.0,Mar,1,1,4,19,Returning_Visitor,False,0
3,28.8962,0,0.0,12,713.6405,0.03724,0.063405,14.888404,0.0,Mar,1,2,3,9,New_Visitor,False,0
3,42.6891,1,38.0613,12,466.1426,0.0,0.043408,9.66969,0.0,Sep,2,2,3,19,Returning_Visitor,False,0
0,0.0,1,23.1863,53,2221.3659,0.0,0.019083,8.517359,0.0,May,1,1,1,8,Returning_Visitor,True,1
0,0.0,1,40.0623,18,443.0124,0.036163,0.048368,0.0,0.0,Sep,6,3,1,10,Returning_Visitor,False,0
2,11.508,0,0.0,26,1099.9818,0.00957,0.011937,0.0,0.6,May,2,2,3,15,Returning_Visitor,False,0
1,21.389,0,0.0,18,1032.8364,0.027766,0.076763,6.384696,0.0,May,1,1,1,19,Returning_Visitor,True,1
2,64.9134,2,30.5647,25,453.0935,0.033576,0.056081,0.0,0.0,Mar,2,1,2,7,Returning_Visitor,False,0
